Date,OptionType,StrikePrice,ExpirationDate,OptionPrice,StockPrice
2023-12-26,call,174.08932018393875,2024-01-01,1.039038005183515e-06,154.1699171222582
2023-09-27,call,133.72449485723104,2024-01-01,4.277466466711793,129.6732149870355
2023-12-17,call,132.16231508100918,2024-01-01,26.676434362382338,158.56745856832083
2023-03-20,call,87.72511832624201,2023-05-23,19.237628191051016,106.17404370411147
2023-12-12,call,163.04140138309842,2024-01-01,0.25750948540363794,152.12814730603444
2023-08-26,call,111.05782556459693,2023-10-12,15.749282606554672,125.98724696778064
2023-01-04,call,92.2506689731385,2023-09-12,13.82458893222487,100.88749569474726
2023-09-13,call,149.042848874047,2024-01-01,0.6729052110995166,127.19382471524918
2023-09-03,call,148.63797346697083,2024-01-01,0.9010300633362203,127.60331762922817
2023-09-11,call,131.3486935344574,2024-01-01,5.393208048565512,128.7239259493036
2023-02-24,call,112.13593798927364,2023-07-09,7.341717668794018,113.56552100110169
2023-02-26,call,111.86918525086806,2023-05-13,5.344996014548528,113.04502085904524
2023-09-25,call,121.25716799171788,2024-01-01,12.343396322712039,130.5378138337841
2023-05-29,call,116.35878060077125,2024-01-01,2.6611810689101354,102.49658426281367
2023-08-10,call,98.18863858892439,2024-01-01,19.957107086499974,115.81346781220068
2023-06-19,call,112.27700193890959,2024-01-01,1.7274103075146385,96.8368279235838
2023-08-15,call,95.89103633854725,2024-01-01,20.75656985218737,114.53739393264011
2023-02-19,call,99.58277083055133,2023-10-02,22.159167639708656,117.91211173738981
2023-04-21,call,91.1594467246619,2024-01-01,14.374402372022757,100.49157418347556
2023-05-07,call,88.24593869617267,2024-01-01,18.89211574050374,103.41290873841604
2023-10-13,call,126.1930814502172,2023-11-03,19.00747745729508,144.83492024683406
2023-03-30,call,96.95414704496105,2023-09-28,8.462694024924161,99.77452119486495
2023-08-31,call,111.10471175778612,2024-01-01,18.627339684969385,127.27316034277432
2023-02-17,call,123.8206696783043,2023-08-18,4.558122197052853,116.02485675741492
2023-04-29,call,102.57507532340966,2023-05-31,2.098527788606525,101.48681322931712
2023-10-25,call,131.07620367970847,2023-12-19,26.79743585950871,156.86054447786037
2023-08-13,call,111.02133872761995,2024-01-01,8.716149278061238,114.40431083578459
2023-04-16,call,99.50310137245458,2024-01-01,6.992522394562862,97.00030846214355
2023-08-22,call,143.8781389849598,2024-01-01,0.8414899884341569,121.95278229981332
2023-08-13,call,126.14531801884142,2023-12-12,1.9436369179418307,114.40431083578459
2023-01-26,call,129.938483325156,2024-01-01,7.345257909988973,119.6583797232668
2023-10-03,call,111.13184098189035,2023-11-12,24.67096206074382,135.19287204537332
2023-02-14,call,133.93428305498463,2023-04-11,0.07616783814512651,113.40769585691368
2023-01-09,call,104.92305679633449,2023-02-18,2.91611531099727,104.65694077451508
2023-05-05,call,102.07115470495971,2023-06-08,6.07094769130434,106.95884741454785
2023-01-18,call,132.10690719614954,2023-05-27,1.0209277965351973,114.08070268910164
2023-04-02,call,108.07409337190293,2024-01-01,3.9465138962911013,96.95884048074987
2023-03-19,call,91.55894271518218,2023-09-23,16.32098038808205,104.6175297817608
2023-12-15,call,186.29481642938822,2024-01-01,0.00018910803162461992,158.40357644830303
2023-04-28,call,115.74526495015766,2023-05-23,0.010592673348716386,101.0874640432464
2023-09-02,call,120.18599291334931,2024-01-01,13.440379006742717,130.01524692717007
2023-10-04,call,134.230227937069,2024-01-01,7.272332790703047,136.1808363794687
2023-07-13,call,97.39624195787417,2023-07-26,7.782809337656687,104.97612258483572
2023-03-30,call,90.09410348378668,2024-01-01,14.966874698109777,99.77452119486495
2023-01-23,call,123.40868841004304,2023-06-19,4.715509565666828,118.06780478512934
2023-09-20,call,118.73379368359238,2023-11-03,8.758412586402955,125.99082202046291
2023-03-17,call,106.54230702907691,2023-12-19,6.839721991280463,102.04377378366019
2023-06-04,call,114.8032279366118,2023-11-20,2.566475074266954,103.70418085052486
2023-08-03,call,91.27623637089818,2024-01-01,18.209840332089044,107.16474994725556
2023-04-21,call,113.13826270099894,2023-08-30,1.4172716100773428,100.49157418347556
2023-08-29,call,109.35500329015044,2024-01-01,20.29470547637669,127.34165533157834
2023-11-08,call,133.53702848282592,2024-01-01,16.40862883118504,148.63701238226307
2023-01-17,call,104.0777047467239,2023-09-04,14.048759222036779,112.42233214471423
2023-08-07,call,113.56937409323032,2023-11-03,3.362764869175173,110.06189688527682
2023-04-01,call,82.3325947677875,2023-11-20,19.271752549949582,98.39530852224355
2023-10-13,call,126.41339552000116,2024-01-01,20.11333123987049,144.83492024683406
2023-02-11,call,101.1141185781402,2023-11-06,17.591833875812227,113.15952916747798
2023-02-26,call,105.37939969326067,2023-12-11,14.85279088124922,113.04502085904524
2023-09-05,call,142.84806771810395,2023-09-18,0.022627954070509215,131.04440532296817
2023-11-08,call,175.16138587133025,2024-01-01,0.09464111627701621,148.63701238226307
2023-12-18,call,163.8730385085972,2024-01-01,0.33897249967477094,155.94630784315797
2023-12-26,call,140.62641902276596,2024-01-01,13.6591712122287,154.1699171222582
2023-02-28,call,114.92872486479749,2024-01-01,8.85520012966856,111.65347873118263
2023-06-16,call,82.0708238949279,2024-01-01,20.670583191697546,100.17745968473017
2023-10-14,call,159.5603053189507,2024-01-01,1.0727285129929882,143.2456187685081
2023-12-14,call,143.42149636953005,2024-01-01,15.508112947028309,158.5528880717316
2023-01-31,call,117.1461665996945,2023-10-11,10.43873419618896,118.16854311290574
2023-05-26,call,91.0312955960582,2024-01-01,13.585062961028342,100.19782853295128
2023-03-27,call,108.13091961182374,2023-05-30,0.549622098753451,97.48286397565457
2023-05-19,call,113.41819355939347,2024-01-01,2.726884206281955,99.8234145317873
2023-04-26,call,87.9923149510564,2023-07-18,16.09265776125045,102.9497610093139
2023-11-12,call,124.00989399334405,2024-01-01,23.288508308017725,146.4192592430835
2023-06-15,call,79.69188071185914,2023-11-21,21.775080116239607,99.60569839216583
2023-11-27,call,148.7101900274492,2023-12-31,2.9502386658221553,146.66333558799255
2023-08-04,call,115.15878280429398,2023-11-10,2.158290039293437,107.54449327907943
2023-12-13,call,143.1986952449575,2024-01-01,12.395521738093748,155.12759566257213
2023-03-08,call,117.9055295131127,2023-05-15,0.3869276208206305,103.94272584764283
2023-01-04,call,99.30644027336703,2023-04-03,5.466826680906436,100.88749569474726
2023-11-26,call,128.33470355865876,2024-01-01,19.087376367644822,146.75031833785653
2023-12-30,call,136.83937452416566,2024-01-01,24.105146679742774,160.90703609949307
2023-04-13,call,112.8523606137518,2023-09-17,1.306589398939515,97.833887914709
2023-01-13,call,102.94403707237498,2023-11-19,13.516704937684636,108.51033066178267
2023-02-08,call,105.51301350493183,2023-04-10,9.896953509884838,113.83074143895362
2023-01-19,call,95.19751458294537,2023-11-21,23.27592540921144,113.49918473614494
2023-02-03,call,99.23380006269319,2023-05-20,19.217378152835636,116.78056647467149
2023-10-29,call,142.91449041686002,2024-01-01,14.807388852209698,155.6627528837162
2023-08-31,call,140.27050728405962,2024-01-01,2.224185557451648,127.27316034277432
2023-02-05,call,101.32683528207106,2023-07-16,15.807781938565668,113.8431949170928
2023-10-29,call,136.915901179887,2024-01-01,20.200962077508336,155.6627528837162
2023-01-14,call,120.27508562685276,2023-07-16,3.6417120765924977,110.63486200936627
2023-02-26,call,129.34911235530308,2023-04-16,0.14384150956885033,113.04502085904524
2023-06-26,call,79.84578152247092,2023-10-10,20.707884369487843,99.35092351649457
2023-03-31,call,95.47062823585803,2023-10-14,8.558863302610924,98.10674013048015
2023-02-14,call,105.68200230659534,2023-07-01,11.49587912431791,113.40769585691368
2023-02-19,call,113.45355782382217,2023-10-02,11.765803493253443,117.91211173738981
2023-01-21,call,131.5321791822093,2023-03-09,0.40618104517550435,119.03494060968396
2023-11-22,call,143.7594117993712,2024-01-01,7.241568871315806,148.52125116286516
2023-08-09,call,130.51365618608966,2024-01-01,1.4416442662727924,113.78275878413743
2023-07-28,call,91.90210918623481,2023-09-16,11.330409840474388,102.42112615942666
2023-05-30,call,107.19382610988157,2024-01-01,5.932259396741912,103.2047297883797
2023-05-28,call,122.29425996886363,2023-12-08,1.2428857898008339,102.34921190620386
2023-02-27,call,117.60667350024585,2023-04-05,1.0660433118908799,112.01007787634585
2023-09-09,call,139.4789004193248,2023-11-05,1.2236951176353195,129.68918343485953
2023-07-21,call,94.4501981437709,2023-09-08,15.379243976116797,109.14479351937747
2023-07-08,call,122.6666184940229,2023-09-20,0.3203716713785951,106.36735840063031
2023-05-13,call,117.70249260515487,2024-01-01,2.3601191570752924,101.57357308785916
2023-07-23,call,91.83996174663206,2023-11-10,17.007118091035323,107.18797387857443
2023-02-23,call,125.67404095842475,2023-07-06,2.37460538212175,114.62289428831383
2023-02-05,call,111.66105371546521,2023-06-23,7.876080519331538,113.8431949170928
2023-10-28,call,177.05956783271066,2024-01-01,0.25787514778926646,152.15441637877464
2023-06-27,put,82.70351368318742,2023-08-30,0.01717931083781954,100.74718085509647
2023-05-06,put,115.55943317520727,2023-05-18,8.395023195491063,107.002430914872
2023-01-27,put,106.77154598100662,2023-03-15,0.21165698434785263,118.54272474703875
2023-01-16,put,115.58252009162598,2023-04-15,5.572566482753857,112.10237880126009
2023-11-14,put,161.44422877063437,2024-01-01,12.396013442457345,148.8770062222939
2023-09-12,put,144.05306383833076,2023-10-21,14.462596764893945,129.0278827915176
2023-02-07,put,99.24125294037073,2023-05-20,0.24881574815065122,116.16419279040637
2023-05-11,put,93.85196166376905,2023-06-25,0.3562754544302251,101.7317380404297
2023-12-02,put,122.2299059537251,2024-01-01,0.0013139284627068232,146.41522627014217
2023-07-14,put,97.94952522984293,2024-01-01,1.5042286165993914,107.60296384936262
2023-06-07,put,118.94097197290692,2023-07-26,17.343818171078283,100.84512786663412
2023-07-28,put,82.07942222030215,2023-10-23,0.024959896599858533,102.42112615942666
2023-01-05,put,105.89323567689283,2023-10-23,7.489221293478558,101.22437285116145
2023-03-22,put,96.17512891583824,2023-09-27,2.1237229251392407,103.20477872525848
2023-03-16,put,103.2624570227599,2023-07-21,4.883763674836942,101.25179595052217
2023-03-31,put,110.98142468216645,2023-12-08,12.297647733158328,98.10674013048015
2023-12-03,put,127.61775827047202,2024-01-01,0.004649701521842464,149.4423135706953
2023-07-21,put,129.4120972813203,2023-12-18,18.536850654641597,109.14479351937747
2023-12-10,put,179.39537718399046,2024-01-01,21.51847501545072,157.3487807150512
2023-01-03,put,88.39789693724235,2023-07-22,0.8118723646936008,102.41452285663225
2023-09-20,put,117.98206254441845,2024-01-01,1.682887353725576,125.99082202046291
2023-08-03,put,120.72041253463503,2024-01-01,12.932270167484972,107.16474994725556
2023-08-31,put,104.92981966591209,2024-01-01,0.18596824255105338,127.27316034277432
2023-02-04,put,138.2760551064029,2023-07-03,20.805880825753107,115.48417544620102
2023-10-18,put,151.17340555522108,2024-01-01,9.238479378362328,143.01829835234432
2023-07-15,put,85.81495873228567,2024-01-01,0.19239349979974785,106.9344167589761
2023-05-16,put,119.5071691978889,2023-08-14,14.662403320872912,103.89652018958046
2023-06-15,put,106.89486985315443,2024-01-01,8.46131018001941,99.60569839216583
2023-01-14,put,123.93432463460572,2023-02-22,12.794861040412599,110.63486200936627
2023-12-17,put,180.33701925274798,2024-01-01,21.401073184555088,158.56745856832083
2023-09-27,put,115.2103598170426,2023-10-18,0.010851728267145644,129.6732149870355
2023-04-08,put,98.42502929267316,2023-08-13,2.6045562712542107,101.66966293645007
2023-08-27,put,120.70559550967923,2024-01-01,2.342204386673771,127.7278737535251
2023-10-30,put,124.33696439859321,2024-01-01,0.011650989889877228,154.43344288330908
2023-07-21,put,89.39753078643845,2024-01-01,0.2657267224412738,109.14479351937747
2023-12-04,put,145.36192264232042,2024-01-01,0.7410461353073359,152.7080499759843
2023-06-05,put,113.98252290968651,2023-06-25,12.981569891648547,100.69669892412098
2023-07-15,put,101.03411599502478,2023-12-02,2.1034283453881457,106.9344167589761
2023-04-12,put,84.39569045437963,2023-12-04,0.9300477487468157,97.9794995773415
2023-08-05,put,94.49250805808556,2024-01-01,0.5018878016579364,110.33696998549671
2023-10-25,put,128.5594057080464,2024-01-01,0.03191668536691883,156.86054447786037
2023-06-02,put,121.10168053371375,2023-09-05,15.551440349262663,104.48238852934554
2023-04-16,put,109.58075412099552,2023-04-26,12.430549976759266,97.00030846214355
2023-09-11,put,123.79628238547396,2023-11-10,1.7675485341883075,128.7239259493036
2023-05-02,put,109.47669088441482,2023-05-26,6.905055832074694,102.50489255468906
2023-02-25,put,93.33196567458484,2023-08-02,0.2666924519921059,113.70093008388673
2023-08-16,put,134.63703039198742,2023-11-04,18.265173390888563,115.20910566875568
2023-02-04,put,96.65269736542133,2023-08-16,0.5479262555529907,115.48417544620102
2023-06-17,put,101.2143028354791,2023-10-19,4.543797609494739,99.68120859039125
2023-07-05,put,94.99977130442845,2024-01-01,1.8380216016823283,102.78603336109175
2023-11-08,put,158.87952121752792,2024-01-01,10.562873130005073,148.63701238226307
2023-04-03,put,94.21064509038646,2023-09-09,2.7479514693826133,97.58545326570905
2023-03-17,put,103.66644379449859,2023-11-29,5.821723055021295,102.04377378366019
2023-06-26,put,88.01990298726895,2024-01-01,1.060901002492873,99.35092351649457
2023-04-18,put,81.62607082233917,2024-01-01,0.6701651281409156,98.05490012389629
2023-07-25,put,91.94542615993873,2023-10-04,0.2239780929465125,104.40586510729993
2023-04-16,put,80.15487148347997,2023-06-20,0.022328026029766468,97.00030846214355
2023-11-07,put,173.50085824197282,2024-01-01,25.203702287548055,147.09161405824028
2023-07-23,put,98.20006242924158,2024-01-01,1.5558960807416895,107.18797387857443
2023-04-07,put,93.18573112512752,2023-09-27,2.225226900037473,98.74053753895669
2023-12-18,put,183.02356530245711,2024-01-01,26.726629521008306,155.94630784315797
2023-04-17,put,100.92094901758263,2023-10-19,5.448703404389768,98.68607343625956
2023-03-28,put,82.56703889417925,2023-09-05,0.31624905065077424,99.11622539192396
2023-08-31,put,116.61332756435942,2023-10-14,0.3474288863207402,127.27316034277432
2023-08-03,put,95.55685931818518,2024-01-01,0.9699175503604565,107.16474994725556
2023-12-30,put,162.1195543853044,2024-01-01,1.6494717415102684,160.90703609949307
2023-05-03,put,108.13307160728944,2024-01-01,6.972049665488214,104.2316664636862
2023-11-17,put,165.89657866788917,2024-01-01,17.576966152945403,147.56716626099444
2023-10-31,put,182.53446556812492,2024-01-01,28.28145665847356,152.81000088754615
2023-01-24,put,124.28085730635858,2023-08-15,7.95505867904965,119.29509456327966
2023-03-05,put,115.14671729818032,2023-09-18,9.852531431316564,106.0445713388929
2023-02-03,put,131.39046569395023,2023-03-22,13.996593046443124,116.78056647467149
2023-06-05,put,84.19029071139515,2024-01-01,0.5383203688112657,100.69669892412098
2023-04-03,put,114.6361044018334,2024-01-01,15.33921780001451,97.58545326570905
2023-02-01,put,94.84241508730149,2023-12-30,0.9754339639752772,115.10238267602956
2023-12-25,put,139.65799858648055,2024-01-01,0.00016607315503444284,154.10632673767034
2023-07-24,put,113.32282311139147,2024-01-01,8.75865351600622,105.55987306837906
2023-10-23,put,171.64886211626532,2024-01-01,19.81628898407274,150.7388093130435
2023-08-05,put,110.62591782265432,2023-12-31,4.640661728206261,110.33696998549671
2023-03-25,put,94.98601489675426,2024-01-01,3.8902492329857985,97.84476216515384
2023-07-07,put,96.46403498352966,2024-01-01,1.9866544000707371,103.73397268420807
2023-01-23,put,125.75026507687825,2023-02-18,7.668391630475867,118.06780478512934
2023-02-24,put,133.05395417094286,2023-04-17,18.621727326130895,113.56552100110169
2023-08-14,put,130.29449005740395,2023-08-21,16.391084591278442,113.77852580755705
2023-01-04,put,81.50934845267128,2023-12-25,0.7462249353191339,100.88749569474726
2023-12-11,put,155.80798141578668,2024-01-01,4.291856717939893,152.98015765660568
2023-05-23,put,105.59456182671447,2023-05-30,4.353738392013909,101.2251985148632
2023-03-05,put,115.15446989444412,2023-12-02,10.165726103174102,106.0445713388929
2023-08-17,put,125.74552725797595,2024-01-01,10.511915806364698,115.65857313051507
2023-11-03,put,153.73886392582585,2024-01-01,4.148107676609953,154.12363530518442
2023-02-05,put,111.2168257587537,2023-09-16,4.325804365104929,113.8431949170928
2023-12-03,put,173.412279440071,2024-01-01,23.297088188142084,149.4423135706953
2023-05-16,put,119.71016422389616,2024-01-01,14.612193702035043,103.89652018958046
2023-03-14,put,98.35200830947693,2024-01-01,3.7260010773756136,102.52877515320522
2023-06-25,put,88.8563862964006,2024-01-01,1.4370899669986485,97.99109548627995
2023-05-05,put,97.45253233757522,2023-11-20,1.738588714827813,106.95884741454785
2023-01-04,put,96.37746470981779,2023-06-03,2.407672536580531,100.88749569474726
2023-08-31,put,113.51719967961806,2023-09-22,0.016474573490432576,127.27316034277432
2023-11-25,put,175.58594570565492,2024-01-01,26.652104954162354,148.0612167278336
2023-06-24,put,107.4610835436951,2024-01-01,10.842609745911531,96.41910588307749
2023-04-01,put,92.17348591482973,2023-06-17,0.9985104074408184,98.39530852224355
2023-12-28,put,189.96791742452916,2024-01-01,31.28428684197823,158.5795670861539
2023-08-07,put,121.43160302304292,2024-01-01,11.333766964139784,110.06189688527682
2023-05-12,put,90.4151026435147,2023-06-13,0.04583732905339977,101.4428936048259
2023-04-06,put,98.30350053970999,2023-06-03,2.4712973865400016,98.92986019962792
2023-02-18,put,99.44875139009794,2023-04-29,0.1170485247393942,115.84309099384971
2023-04-29,put,92.76287498622577,2023-07-28,0.7539318546382976,101.48681322931712
2023-11-15,put,132.6582941846087,2024-01-01,0.1933247123212407,148.68452807236605
2023-03-22,put,101.08475220083734,2024-01-01,4.459711623509122,103.20477872525848
2023-09-15,put,128.30865611710735,2023-12-19,4.653044862724698,127.72959837502441
2023-04-16,put,94.52503261145854,2023-12-19,3.766157190528201,97.00030846214355
2023-02-28,put,119.34214566761176,2023-06-01,8.349621564350429,111.65347873118263
2023-04-20,put,95.2177775720175,2024-01-01,3.2441105070322287,99.70664131750604
2023-09-08,put,135.44957736765528,2024-01-01,9.069058429784661,127.72461501899225
2023-06-12,put,99.46097602322712,2024-01-01,4.33457113904894,100.06245354605679
2023-07-26,put,106.72111155122664,2023-09-25,4.788958486196982,103.35984552616432
2023-06-19,put,84.08222239227759,2023-10-12,0.3694290609751816,96.8368279235838
2023-11-04,put,173.88463791326305,2024-01-01,20.12134954218567,152.74414019007156
2023-12-15,put,186.93133623013577,2024-01-01,28.093082667421612,158.40357644830303
2023-12-21,put,135.33601242485568,2024-01-01,0.008775161741420012,147.57165821907927
2023-01-12,put,125.28171482150782,2023-04-25,17.192354492488647,106.81328640983381
2023-02-19,put,98.75431516282148,2023-11-10,0.9001218196529468,117.91211173738981
2023-07-02,put,120.12955430134706,2024-01-01,17.618790768594437,100.64909525202482
2023-03-14,put,104.5278145193881,2023-06-05,4.337287599936964,102.52877515320522
2023-05-04,put,115.85274650306785,2024-01-01,11.554150443393468,104.3404763672112
2023-06-07,put,89.46944734943833,2023-09-29,0.5777345787544537,100.84512786663412
2023-04-22,put,112.48583715903922,2023-07-05,11.71885153262322,100.19700184934395
2023-05-15,put,114.95547754775694,2023-05-24,11.137900713454627,103.67646681681018
2023-08-07,put,118.87030909789432,2024-01-01,9.516184168135467,110.06189688527682
2023-11-24,put,119.64826896000775,2023-12-29,0.001086899039254574,145.9696027489796
2023-04-27,put,103.16934994668128,2023-05-15,3.1071702993558716,100.72418441355686
2023-02-08,put,97.43988261287761,2023-07-21,0.5929880819497715,113.83074143895362
2023-11-30,put,156.3802026343073,2024-01-01,11.75554353749601,144.3659230344707
2023-02-10,put,120.83157152694358,2023-11-09,9.479239821462215,113.44226553904517
2023-07-11,put,113.84781187628492,2024-01-01,8.19401546183851,107.20977281768461
2023-03-05,put,125.7519031935996,2023-04-29,18.8214290721574,106.0445713388929
2023-08-06,put,121.24467244650886,2024-01-01,10.252307392256526,111.44202900331538
2023-05-29,put,110.94296699286716,2023-11-28,9.224766342312257,102.49658426281367
2023-10-05,put,137.21893759195424,2024-01-01,5.489840966282003,135.20327546167252
2023-04-24,put,101.04895092201177,2023-05-22,2.8417314290028557,99.49847495623487
2023-11-10,put,127.22905624915231,2024-01-01,0.10951194389934349,145.9505777497598
2023-02-01,put,116.3126171441095,2023-02-11,2.1096935009513516,115.10238267602956
2023-09-28,put,121.52109927778305,2024-01-01,1.3129669978492338,131.3295053226807
2023-06-17,put,117.1127748795752,2023-11-19,15.976751585708925,99.68120859039125
2023-06-02,put,97.49681528043762,2023-12-28,2.349783978918051,104.48238852934554
2023-11-20,put,150.680282961967,2024-01-01,5.523973527439949,147.09393767999126
2023-07-12,put,104.95095733762653,2023-10-29,3.7134304717109003,105.16742336785734
2023-06-12,put,114.84456415096855,2024-01-01,13.742994281796342,100.06245354605679
2023-08-22,put,140.15921290738362,2024-01-01,16.97550897959151,121.95278229981332
2023-01-23,put,115.19163200846285,2023-12-18,5.22685742879063,118.06780478512934
