Date,StockPrice
2023-08-18,118.61652144911702
2023-08-19,119.3398150152024
2023-08-20,119.52870469451095
2023-08-21,119.04437312693861
2023-08-22,121.95278229981332
2023-08-23,121.51686221360353
2023-08-24,122.04948835298835
2023-08-25,124.83511985356242
2023-08-26,125.98724696778064
2023-08-27,127.7278737535251
2023-08-28,127.98026757418234
2023-08-29,127.34165533157834
2023-08-30,126.96669420437374
2023-08-31,127.27316034277432
2023-09-01,129.72683661490188
2023-09-02,130.01524692717007
2023-09-03,127.60331762922817
2023-09-04,130.3345362196481
2023-09-05,131.04440532296817
2023-09-06,128.48215538915136
2023-09-07,128.36565926737143
2023-09-08,127.72461501899225
2023-09-09,129.68918343485953
2023-09-10,130.58990259737416
2023-09-11,128.7239259493036
2023-09-12,129.0278827915176
2023-09-13,127.19382471524918
2023-09-14,125.80742744346827
2023-09-15,127.72959837502441
2023-09-16,127.4639812997685
2023-09-17,127.8924310142475
2023-09-18,129.6860277475464
2023-09-19,127.45677238020095
2023-09-20,125.99082202046291
2023-09-21,127.21341469640112
2023-09-22,128.58905288175887
2023-09-23,128.768537214806
2023-09-24,129.9433962086053
2023-09-25,130.5378138337841
2023-09-26,131.38970109308013
2023-09-27,129.6732149870355
2023-09-28,131.3295053226807
2023-09-29,130.93805951785518
2023-09-30,131.89978024230848
2023-10-01,132.38297098551632
2023-10-02,134.40283850871472
2023-10-03,135.19287204537332
2023-10-04,136.1808363794687
2023-10-05,135.20327546167252
2023-10-06,137.95243617920454
2023-10-07,140.80725265794098
2023-10-08,143.29980509284542
2023-10-09,144.48325627518932
2023-10-10,145.52016247567914
2023-10-11,146.0188734049958
2023-10-12,146.37572261788293
2023-10-13,144.83492024683406
2023-10-14,143.2456187685081
2023-10-15,142.22597666042006
2023-10-16,142.74623600154968
2023-10-17,142.1642410790265
2023-10-18,143.01829835234432
2023-10-19,143.01002166393965
2023-10-20,143.5785673626766
2023-10-21,146.2954545737708
2023-10-22,147.86703616860527
2023-10-23,150.7388093130435
2023-10-24,152.20743566410874
2023-10-25,156.86054447786037
2023-10-26,157.02733994743326
2023-10-27,153.59279708294184
2023-10-28,152.15441637877464
2023-10-29,155.6627528837162
2023-10-30,154.43344288330908
2023-10-31,152.81000088754615
2023-11-01,154.3919051964598
2023-11-02,156.12614146910536
2023-11-03,154.12363530518442
2023-11-04,152.74414019007156
2023-11-05,151.9661071933938
2023-11-06,148.82407330320373
2023-11-07,147.09161405824028
2023-11-08,148.63701238226307
2023-11-09,146.64282765876592
2023-11-10,145.9505777497598
2023-11-11,145.49784271197103
2023-11-12,146.4192592430835
2023-11-13,146.28840172498343
2023-11-14,148.8770062222939
2023-11-15,148.68452807236605
2023-11-16,151.0304487622419
2023-11-17,147.56716626099444
2023-11-18,146.4540563659765
2023-11-19,147.42667882636485
2023-11-20,147.09393767999126
2023-11-21,149.17420732008446
2023-11-22,148.52125116286516
2023-11-23,147.25379761831726
2023-11-24,145.9696027489796
2023-11-25,148.0612167278336
2023-11-26,146.75031833785653
2023-11-27,146.66333558799255
2023-11-28,145.73701870156557
2023-11-29,143.60969595417072
2023-11-30,144.3659230344707
2023-12-01,143.96484930295455
2023-12-02,146.41522627014217
2023-12-03,149.4423135706953
2023-12-04,152.7080499759843
2023-12-05,152.99014511425366
2023-12-06,153.10271789880971
2023-12-07,154.2174447654996
2023-12-08,155.1843348533687
2023-12-09,156.72465333922642
2023-12-10,157.3487807150512
2023-12-11,152.98015765660568
2023-12-12,152.12814730603444
2023-12-13,155.12759566257213
2023-12-14,158.5528880717316
2023-12-15,158.40357644830303
2023-12-16,157.30798810299123
2023-12-17,158.56745856832083
2023-12-18,155.94630784315797
2023-12-19,152.00092291825155
2023-12-20,151.06022068871096
2023-12-21,147.57165821907927
2023-12-22,150.58780069707976
2023-12-23,151.6236073689441
2023-12-24,154.64611513026188
2023-12-25,154.10632673767034
2023-12-26,154.1699171222582
2023-12-27,156.21505187386012
2023-12-28,158.5795670861539
2023-12-29,159.47969048592992
2023-12-30,160.90703609949307
2023-12-31,165.14689312552417
2024-01-01,163.48469758560864
